,,,Ksenia's TRUE count,Roy's True count,Ksenia's != Roy's
Nf2#,Nf2#,Nf2#,TRUE,TRUE,TRUE
Qxf1#,Qxf1#,Qxf1#,TRUE,TRUE,TRUE
Rxe8#,Rxe8#,Rxe8#,TRUE,TRUE,TRUE
Qg3#,Qg3#,Qg3#,TRUE,TRUE,TRUE
Qb7#,Qb7#,Qb7#,TRUE,TRUE,TRUE
Qxb3#,Qxb2#,Qxb2#,FALSE,FALSE,TRUE
Qb1#,Qc1#,Qc1#,FALSE,FALSE,TRUE
Qxh7#,Qxh7#,Qxh7#,TRUE,TRUE,TRUE
Qxh7#,Qxh7#,Qxh7#,TRUE,TRUE,TRUE
Qa2#,Qa2#,Qa2#,TRUE,TRUE,TRUE
Qh2#,Rxh4#,Rxh4#,FALSE,FALSE,TRUE
Qxh7#,Qxh7#,Qxh7#,TRUE,TRUE,TRUE
Rh2#,Rh2#,Rh2#,TRUE,TRUE,TRUE
Qh7#,Rh3#,Rh3#,FALSE,FALSE,TRUE
Qxh7#,Qxh7#,Qxh7#,TRUE,TRUE,TRUE
Rxf1#,Qxf1#,Qxf1#,FALSE,FALSE,TRUE
Qd7#,Re8#,Re8#,FALSE,FALSE,TRUE
Qe7#,Qe7#,Qe7#,TRUE,TRUE,TRUE
e1=Q#,,garbage,FALSE,FALSE,TRUE
Qa8#,Qa8#,Qa8#,TRUE,TRUE,TRUE
b1=Q#,Qc1#,Qc1#,FALSE,FALSE,TRUE
Qh4#,,garbage,FALSE,FALSE,TRUE
Qb2#,Nxd2#,Nxd2#,FALSE,FALSE,TRUE
Qg7#,Qg7#,Qg7#,TRUE,TRUE,TRUE
Qg5#,Qf5#,Qf5#,FALSE,FALSE,TRUE
Bg3#,Bxg5#,Bxg5#,FALSE,FALSE,TRUE
Qxg7#,Qxg7#,Qxg7#,TRUE,TRUE,TRUE
Nf7#,Nf7#,Nf7#,TRUE,TRUE,TRUE
Qh8#,Qh8#,Qh8#,TRUE,TRUE,TRUE
Nh6#,Qh8#,Qh8#,FALSE,FALSE,TRUE
Qe8#,,garbage,FALSE,FALSE,TRUE
Qb4#,Qb4#,Qb4#,TRUE,TRUE,TRUE
Nh3#,Nh3#,Nh3#,TRUE,TRUE,TRUE
Rg8#,Rg8#,Rg8#,TRUE,TRUE,TRUE
Qxh2#,,garbage,FALSE,FALSE,TRUE
Re4#,Re4#,Re4#,TRUE,TRUE,TRUE
Nc7#,Nc7#,Nc7#,TRUE,TRUE,TRUE
Ra1#,Ra1#,Ra1#,TRUE,TRUE,TRUE
Qxc7#,,garbage,FALSE,FALSE,TRUE
Bh3#,,garbage,FALSE,FALSE,TRUE
Qxf5#,Qxf5#,Qxf5#,TRUE,TRUE,TRUE
Rh8#,Qh3#,Qh3#,FALSE,FALSE,TRUE
Bf6#,Bf6#,Bf6#,TRUE,TRUE,TRUE
Qxh5#,Qxg7#,Qxg7#,FALSE,FALSE,TRUE
Nh7#,,garbage,FALSE,FALSE,TRUE
Rc8#,Rc8#,Rc8#,TRUE,TRUE,TRUE
Re1#,Re1#,Re1#,TRUE,TRUE,TRUE
Qxh7#,Qxh7#,Qxh7#,TRUE,TRUE,TRUE
Qxf7#,Qxf7#,Qxf7#,TRUE,TRUE,TRUE
Rg1#,Rg1#,Rg1#,TRUE,TRUE,TRUE
Qf5#,Qe4#,Qe4#,FALSE,FALSE,TRUE
Qxc3#,Qxc3#,Qxc3#,TRUE,TRUE,TRUE
Rh2#,Rh2#,Rh2#,TRUE,TRUE,TRUE
Qg8#,Qf7#,Qf7#,FALSE,FALSE,TRUE
Rxf1#,Rxf1#,Rxf1#,TRUE,TRUE,TRUE
Bf5#,Bf5#,Bf5#,TRUE,TRUE,TRUE
Qxg2#,,garbage,FALSE,FALSE,TRUE
Qg7#,Qg7#,Qg7#,TRUE,TRUE,TRUE
Qe3#,Qe3#,Qe3#,TRUE,TRUE,TRUE
Rd3#,Ne4#,Ne4#,FALSE,FALSE,TRUE
Rxa3#,Rxa3#,Rxa3#,TRUE,TRUE,TRUE
Qxc1#,Qxc1#,Qxc1#,TRUE,TRUE,TRUE
Rb8#,Rb8#,Rb8#,TRUE,TRUE,TRUE
Qh8#,Qh8#,Qh8#,TRUE,TRUE,TRUE
Qxf2#,Qxf2#,Qxf2#,TRUE,TRUE,TRUE
Qxh3#,,garbage,FALSE,FALSE,TRUE
Rg5#,Rg5#,Rg5#,TRUE,TRUE,TRUE
Qd8#,Qd8#,Qd8#,TRUE,TRUE,TRUE
Qxa1#,Qxa1#,Qxa1#,TRUE,TRUE,TRUE
Qb7#,Qb7#,Qb7#,TRUE,TRUE,TRUE
Rd8#,Rd8#,Rd8#,TRUE,TRUE,TRUE
Ra1#,,garbage,FALSE,FALSE,TRUE
Rh8#,Rh8#,Rh8#,TRUE,TRUE,TRUE
Qe2#,Qe2#,Qe2#,TRUE,TRUE,TRUE
Rxf1#,Rxf1#,Rxf1#,TRUE,TRUE,TRUE
Rc1#,Rc1#,Rc1#,TRUE,TRUE,TRUE
h2#,h2#,h2#,TRUE,TRUE,TRUE
Re1#,Re1#,Re1#,TRUE,TRUE,TRUE
Rh1#,Rh1#,Rh1#,TRUE,TRUE,TRUE
Qa1#,Qa1#,Qa1#,TRUE,TRUE,TRUE
Rfxf2#,,garbage,FALSE,FALSE,TRUE
Rxf1#,Rxf1#,Rxf1#,TRUE,TRUE,TRUE
Qd2#,Qd2#,Qd2#,TRUE,TRUE,TRUE
Rh1#,Rh1#,Rh1#,TRUE,TRUE,TRUE
Qg3#,Qg3#,Qg3#,TRUE,TRUE,TRUE
Qxg2#,,garbage,FALSE,FALSE,TRUE
Qxc7#,Qxc7#,Qxc7#,TRUE,TRUE,TRUE
Qxc7#,Qxc7#,Qxc7#,TRUE,TRUE,TRUE
g1=N#,,garbage,FALSE,FALSE,TRUE
Qf1#,Qf1#,Qf1#,TRUE,TRUE,TRUE
Qg7#,Qg7#,Qg7#,TRUE,TRUE,TRUE
exf3#,exf3#,exf3#,TRUE,TRUE,TRUE
Qh7#,Qh7#,Qh7#,TRUE,TRUE,TRUE
Ra3#,Ra3#,Ra3#,TRUE,TRUE,TRUE
Qh3#,Qh3#,Qh3#,TRUE,TRUE,TRUE
Qxg7#,Qxg7#,Qxg7#,TRUE,TRUE,TRUE
Qxg7#,Qxg7#,Qxg7#,TRUE,TRUE,TRUE
Rh2#,Rh2#,Rh2#,TRUE,TRUE,TRUE
Qh1#,,garbage,FALSE,FALSE,TRUE
Bh3#,Be2#,Be2#,FALSE,FALSE,TRUE
Qxf7#,Qxf7#,Qxf7#,TRUE,TRUE,TRUE
Bf3#,Bf3#,Bf3#,TRUE,TRUE,TRUE
Qxa8#,Qxa8#,Qxa8#,TRUE,TRUE,TRUE
Ra6#,Ra6#,Ra6#,TRUE,TRUE,TRUE
Rd1#,Rd1#,Rd1#,TRUE,TRUE,TRUE
Rxf8#,Rxf8#,Rxf8#,TRUE,TRUE,TRUE
Qg5#,Qg5#,Qg5#,TRUE,TRUE,TRUE
Rb8#,Rb8#,Rb8#,TRUE,TRUE,TRUE
Nxf2#,Nxf2#,Nxf2#,TRUE,TRUE,TRUE
Qxf6#,Qxd7#,Qxd7#,FALSE,FALSE,TRUE
Qxc7#,Qxc7#,Qxc7#,TRUE,TRUE,TRUE
Qxg7#,Qxg7#,Qxg7#,TRUE,TRUE,TRUE
Qxh7#,Qxh7#,Qxh7#,TRUE,TRUE,TRUE
Qxh2#,,garbage,FALSE,FALSE,TRUE
Qg6#,Qh5#,Qh5#,FALSE,FALSE,TRUE
Qb1#,Qb1#,Qb1#,TRUE,TRUE,TRUE
Qb2#,Qb2#,Qb2#,TRUE,TRUE,TRUE
Qxh2#,,garbage,FALSE,FALSE,TRUE
Qh1#,Qh1#,Qh1#,TRUE,TRUE,TRUE
Rf8#,Rf8#,Rf8#,TRUE,TRUE,TRUE
Qh1#,Qh1#,Qh1#,TRUE,TRUE,TRUE
Re4#,Qd2#,Qd2#,FALSE,FALSE,TRUE
Qxg2#,,garbage,FALSE,FALSE,TRUE
Qxd8#,Qxd8#,Qxd8#,TRUE,TRUE,TRUE
Rg8#,Rg8#,Rg8#,TRUE,TRUE,TRUE
Qg2#,Qg2#,Qg2#,TRUE,TRUE,TRUE
Qb2#,Qb2#,Qb2#,TRUE,TRUE,TRUE
Re8#,,garbage,FALSE,FALSE,TRUE
Qc2#,Bf4#,Bf4#,FALSE,FALSE,TRUE
Rc5#,Rc5#,Rc5#,TRUE,TRUE,TRUE
Qb2#,,garbage,FALSE,FALSE,TRUE
Qxg2#,,garbage,FALSE,FALSE,TRUE
Qxe6#,Qxe6#,Qxe6#,TRUE,TRUE,TRUE
Qh7#,Qh7#,Qh7#,TRUE,TRUE,TRUE
Qf7#,Qf7#,Qf7#,TRUE,TRUE,TRUE
Rh2#,Rh2#,Rh2#,TRUE,TRUE,TRUE
Qxb2#,Qxb2#,Qxb2#,TRUE,TRUE,TRUE
Qc7#,Qc7#,Qc7#,TRUE,TRUE,TRUE
Qxg6#,Qxg6#,Qxg6#,TRUE,TRUE,TRUE
Qxf7#,Qxf7#,Qxf7#,TRUE,TRUE,TRUE
Rxe8#,Rxe8#,Rxe8#,TRUE,TRUE,TRUE
Rd8#,Rd8#,Rd8#,TRUE,TRUE,TRUE
Qg4#,Qg4#,Qg4#,TRUE,TRUE,TRUE
Qg7#,Qg7#,Qg7#,TRUE,TRUE,TRUE
Qxg2#,,garbage,FALSE,FALSE,TRUE
Rh8#,Rh8#,Rh8#,TRUE,TRUE,TRUE
Rh7#,Rh7#,Rh7#,TRUE,TRUE,TRUE
Qa8#,Qa8#,Qa8#,TRUE,TRUE,TRUE
Qd8#,Qd8#,Qd8#,TRUE,TRUE,TRUE
Qb5#,Qb7#,Qb7#,FALSE,FALSE,TRUE
Qg8#,Qg8#,Qg8#,TRUE,TRUE,TRUE
Qe8#,Qe8#,Qe8#,TRUE,TRUE,TRUE
Rd4#,Rd4#,Rd4#,TRUE,TRUE,TRUE
Rd8#,Rd8#,Rd8#,TRUE,TRUE,TRUE
Qb2#,Qb2#,Qb2#,TRUE,TRUE,TRUE
Qh1#,Qh1#,Qh1#,TRUE,TRUE,TRUE
Qa8#,Qa8#,Qa8#,TRUE,TRUE,TRUE
Rxe1#,Rxe1#,Rxe1#,TRUE,TRUE,TRUE
Bxg2#,,garbage,FALSE,FALSE,TRUE
Qxh2#,,garbage,FALSE,FALSE,TRUE
Qxg7#,,garbage,FALSE,FALSE,TRUE
b2#,b2#,b2#,TRUE,TRUE,TRUE
Qb4#,Qb4#,Qb4#,TRUE,TRUE,TRUE
Rb8#,Rb8#,Rb8#,TRUE,TRUE,TRUE
Qxh7#,Qxh7#,Qxh7#,TRUE,TRUE,TRUE
Ra3#,Ra3#,Ra3#,TRUE,TRUE,TRUE
Rf7#,Qh6#,Qh6#,FALSE,FALSE,TRUE
Rxe1#,Rxe1#,Rxe1#,TRUE,TRUE,TRUE
Qxg7#,Qxg7#,Qxg7#,TRUE,TRUE,TRUE
Rxg3#,Rxg3#,Rxg3#,TRUE,TRUE,TRUE
Qf4#,Qf4#,Qf4#,TRUE,TRUE,TRUE
Qh5#,Qh5#,Qh5#,TRUE,TRUE,TRUE
Qf7#,Qf7#,Qf7#,TRUE,TRUE,TRUE
Qg2#,Qg2#,Qg2#,TRUE,TRUE,TRUE
Qc2#,,garbage,FALSE,FALSE,TRUE
Qxe3#,Qxe3#,Qxe3#,TRUE,TRUE,TRUE
Qxg2#,,garbage,FALSE,FALSE,TRUE
Rxe1#,Rxe1#,Rxe1#,TRUE,TRUE,TRUE
Rxe8#,Rxe8#,Rxe8#,TRUE,TRUE,TRUE
Qxf7#,Qxf7#,Qxf7#,TRUE,TRUE,TRUE
Qxb2#,Qxb2#,Qxb2#,TRUE,TRUE,TRUE
Qg7#,Qg7#,Qg7#,TRUE,TRUE,TRUE
Qh6#,Qh6#,Qh6#,TRUE,TRUE,TRUE
Qg2#,Qg2#,Qg2#,TRUE,TRUE,TRUE
Qxf7#,Qxf7#,Qxf7#,TRUE,TRUE,TRUE
Rxa3#,Rxa3#,Rxa3#,TRUE,TRUE,TRUE
Nf6#,,garbage,FALSE,FALSE,TRUE
Rh8#,Rh8#,Rh8#,TRUE,TRUE,TRUE
Qxb2#,Qxb2#,Qxb2#,TRUE,TRUE,TRUE
Ra1#,Ra1#,Ra1#,TRUE,TRUE,TRUE
Bxd5#,Bxd5#,Bxd5#,TRUE,TRUE,TRUE
Na2#,Qxb2#,Qxb2#,FALSE,FALSE,TRUE
Rh1#,Rh1#,Rh1#,TRUE,TRUE,TRUE
Rc1#,Rc1#,Rc1#,TRUE,TRUE,TRUE
Qxb2#,,garbage,FALSE,FALSE,TRUE
Qb6#,Qxd7#,Qxd7#,FALSE,FALSE,TRUE
Qxg2#,,garbage,FALSE,FALSE,TRUE
Qxg2#,,garbage,FALSE,FALSE,TRUE
Qxh2#,,garbage,FALSE,FALSE,TRUE
Rf7#,Rf7#,Rf7#,TRUE,TRUE,TRUE
Qf7#,Qf7#,Qf7#,TRUE,TRUE,TRUE
Rc1#,Rc1#,Rc1#,TRUE,TRUE,TRUE
Qf1#,Qf1#,Qf1#,TRUE,TRUE,TRUE
Qd2#,Qc4#,Qc4#,FALSE,FALSE,TRUE
Qh8#,Qh8#,Qh8#,TRUE,TRUE,TRUE
Qh7#,Qh7#,Qh7#,TRUE,TRUE,TRUE
Qg1#,Qg1#,Qg1#,TRUE,TRUE,TRUE
Qg7#,Qg7#,Qg7#,TRUE,TRUE,TRUE
Rd8#,Rd8#,Rd8#,TRUE,TRUE,TRUE
Qg7#,Qg7#,Qg7#,TRUE,TRUE,TRUE
Qh7#,Bh7#,Bh7#,FALSE,FALSE,TRUE
Qxh2#,,garbage,FALSE,FALSE,TRUE
Rxc3#,Qxe2#,Qxe2#,FALSE,FALSE,TRUE
f1=Q#,,garbage,FALSE,FALSE,TRUE
Nd5#,,garbage,FALSE,FALSE,TRUE
Qxh2#,,garbage,FALSE,FALSE,TRUE
Bxf7#,,garbage,FALSE,FALSE,TRUE
Qd1#,Qd1#,Qd1#,TRUE,TRUE,TRUE
Qxf7#,Qxf7#,Qxf7#,TRUE,TRUE,TRUE
Qg2#,Qg2#,Qg2#,TRUE,TRUE,TRUE
Rxg4#,Rxg4#,Rxg4#,TRUE,TRUE,TRUE
Rb8#,Rb8#,Rb8#,TRUE,TRUE,TRUE
Rh2#,Rh2#,Rh2#,TRUE,TRUE,TRUE
Qxe8#,Qxe8#,Qxe8#,TRUE,TRUE,TRUE
Qxf7#,Qxf7#,Qxf7#,TRUE,TRUE,TRUE
Qxe8#,Qxe8#,Qxe8#,TRUE,TRUE,TRUE
Qg1#,Qg1#,Qg1#,TRUE,TRUE,TRUE
Qxh7#,Qxh7#,Qxh7#,TRUE,TRUE,TRUE
Qxh2#,,garbage,FALSE,FALSE,TRUE
Qxf7#,Qxf7#,Qxf7#,TRUE,TRUE,TRUE
Qe4#,Qe4#,Qe4#,TRUE,TRUE,TRUE
Qg2#,Qg2#,Qg2#,TRUE,TRUE,TRUE
Qxg2#,,garbage,FALSE,FALSE,TRUE
Qh1#,Qg1#,Qg1#,FALSE,FALSE,TRUE
Qf4#,Qf4#,Qf4#,TRUE,TRUE,TRUE
Qf7#,Qe6#,Qe6#,FALSE,FALSE,TRUE
Re8#,Re8#,Re8#,TRUE,TRUE,TRUE
Qb2#,Qb2#,Qb2#,TRUE,TRUE,TRUE
Qxg7#,Qxg7#,Qxg7#,TRUE,TRUE,TRUE
Rg6#,Rg6#,Rg6#,TRUE,TRUE,TRUE
a4#,Qc4#,Qc4#,FALSE,FALSE,TRUE
Qf7#,Qf7#,Qf7#,TRUE,TRUE,TRUE
Qxd8#,Qxd8#,Qxd8#,TRUE,TRUE,TRUE
Qg2#,Qg2#,Qg2#,TRUE,TRUE,TRUE
Qxf8#,,garbage,FALSE,FALSE,TRUE
Re8#,Re8#,Re8#,TRUE,TRUE,TRUE
Qe8#,Qe8#,Qe8#,TRUE,TRUE,TRUE
Rxa5#,Ra2#,Ra2#,FALSE,FALSE,TRUE
Rc8#,Qg7#,Qg7#,FALSE,FALSE,TRUE
Qxb2#,Qb2#,Qb2#,FALSE,FALSE,TRUE
Qxf2#,Qxf2#,Qxf2#,TRUE,TRUE,TRUE
f4#,Qf4#,Qf4#,FALSE,FALSE,TRUE
Qxh7#,Qxh7#,Qxh7#,TRUE,TRUE,TRUE
Qxb7#,Qxb7#,Qxb7#,TRUE,TRUE,TRUE
Qxh3#,Qg1#,Qg1#,FALSE,FALSE,TRUE
Qxg2#,,garbage,FALSE,FALSE,TRUE
Qxe1#,Qxe1#,Qxe1#,TRUE,TRUE,TRUE
Qg2#,Qg2#,Qg2#,TRUE,TRUE,TRUE
Qxf8#,Qxf8#,Qxf8#,TRUE,TRUE,TRUE
Qc8#,Qg8#,Qg8#,FALSE,FALSE,TRUE
Rh5#,Rh5#,Rh5#,TRUE,TRUE,TRUE
Re8#,Re8#,Re8#,TRUE,TRUE,TRUE
Rd1#,Rd1#,Rd1#,TRUE,TRUE,TRUE
Qd3#,Qd3#,Qd3#,TRUE,TRUE,TRUE
Rxb2#,Rxb2#,Rxb2#,TRUE,TRUE,TRUE
Rf8#,Rf8#,Rf8#,TRUE,TRUE,TRUE
Qf7#,Qf7#,Qf7#,TRUE,TRUE,TRUE
Qd2#,Qd2#,Qd2#,TRUE,TRUE,TRUE
Qb5#,Qb5#,Qb5#,TRUE,TRUE,TRUE
Rxe8#,Rxe8#,Rxe8#,TRUE,TRUE,TRUE
Qxg7#,Qxg7#,Qxg7#,TRUE,TRUE,TRUE
Qe6#,Qe6#,Qe6#,TRUE,TRUE,TRUE
Qxg2#,,garbage,FALSE,FALSE,TRUE
Qxf7#,Qxf7#,Qxf7#,TRUE,TRUE,TRUE
Ne2#,Ne2#,Ne2#,TRUE,TRUE,TRUE
Qg2#,Qg2#,Qg2#,TRUE,TRUE,TRUE
Qd8#,Qd8#,Qd8#,TRUE,TRUE,TRUE
Qg7#,Qg7#,Qg7#,TRUE,TRUE,TRUE
Qh7#,Qh7#,Qh7#,TRUE,TRUE,TRUE
Qxg2#,,garbage,FALSE,FALSE,TRUE
Rf1#,Rf1#,Rf1#,TRUE,TRUE,TRUE
Rh2#,Rh2#,Rh2#,TRUE,TRUE,TRUE
Rh8#,Rh8#,Rh8#,TRUE,TRUE,TRUE
Qxg2#,,garbage,FALSE,FALSE,TRUE
Rf3#,Nf4#,Nf4#,FALSE,FALSE,TRUE
Qf2#,Qf2#,Qf2#,TRUE,TRUE,TRUE
Qxd1#,Qxd1#,Qxd1#,TRUE,TRUE,TRUE
Qh3#,,garbage,FALSE,FALSE,TRUE
Qf7#,Qf7#,Qf7#,TRUE,TRUE,TRUE
Qh7#,,garbage,FALSE,FALSE,TRUE
Bxf6#,Bxf6#,Bxf6#,TRUE,TRUE,TRUE
Rh8#,Rh8#,Rh8#,TRUE,TRUE,TRUE
Rd1#,Rd1#,Rd1#,TRUE,TRUE,TRUE
Rxd1#,Rxd1#,Rxd1#,TRUE,TRUE,TRUE
Qh2#,Qg2#,Qg2#,FALSE,FALSE,TRUE
Qg4#,Qf4#,Qf4#,FALSE,FALSE,TRUE
Qh7#,Qh7#,Qh7#,TRUE,TRUE,TRUE
Re1#,Re1#,Re1#,TRUE,TRUE,TRUE
Qg6#,e8=Q#,garbage,FALSE,FALSE,TRUE
Rxf8#,Rxf8#,Rxf8#,TRUE,TRUE,TRUE
Qxc2#,Qxc2#,Qxc2#,TRUE,TRUE,TRUE
Ng3#,Qg2#,Qg2#,FALSE,FALSE,TRUE
Qf2#,Qf2#,Qf2#,TRUE,TRUE,TRUE
Qh8#,Qh8#,Qh8#,TRUE,TRUE,TRUE
Rxe5#,,garbage,FALSE,FALSE,TRUE
Qxh7#,Qxh7#,Qxh7#,TRUE,TRUE,TRUE
Qxg7#,Qxg7#,Qxg7#,TRUE,TRUE,TRUE
Rxd8#,Rxd8#,Rxd8#,TRUE,TRUE,TRUE
Qd8#,Qc7#,Qc7#,FALSE,FALSE,TRUE
Rd1#,Qa2#,Qa2#,FALSE,FALSE,TRUE
Rd8#,Rd8#,Rd8#,TRUE,TRUE,TRUE
Qxe3#,Qxe3#,Qxe3#,TRUE,TRUE,TRUE
Qxf8#,Qxf8#,Qxf8#,TRUE,TRUE,TRUE
Qd3#,Re4#,Re4#,FALSE,FALSE,TRUE
Qe5#,Qe5#,Qe5#,TRUE,TRUE,TRUE
R8a3#,,garbage,FALSE,FALSE,TRUE
Qd1#,Qd1#,Qd1#,TRUE,TRUE,TRUE
Qxd2#,Qxd2#,Qxd2#,TRUE,TRUE,TRUE
Qd5#,,garbage,FALSE,FALSE,TRUE
Qg4#,Qg4#,Qg4#,TRUE,TRUE,TRUE
Rc8#,Rc8#,Rc8#,TRUE,TRUE,TRUE
Rxd1#,Rxd1#,Rxd1#,TRUE,TRUE,TRUE
Rd1#,,garbage,FALSE,FALSE,TRUE
Qxe1#,Qxe1#,Qxe1#,TRUE,TRUE,TRUE
Rdg8#,Rh2#,Rh2#,FALSE,FALSE,TRUE
Qg6#,h6#,h6#,FALSE,FALSE,TRUE
Rxf1#,Qh3#,Qh3#,FALSE,FALSE,TRUE
Qxg7#,Qxg7#,Qxg7#,TRUE,TRUE,TRUE
Qxf7#,Qxf7#,Qxf7#,TRUE,TRUE,TRUE
Rgf7#,Rdf7#,Rdf7#,FALSE,FALSE,TRUE
e7#,Bc5#,Bc5#,FALSE,FALSE,TRUE
Re8#,Re8#,Re8#,TRUE,TRUE,TRUE
Qxg7#,Qxg7#,Qxg7#,TRUE,TRUE,TRUE
Re1#,Re1#,Re1#,TRUE,TRUE,TRUE
Rxd1#,Rxd1#,Rxd1#,TRUE,TRUE,TRUE
Rf6#,Rh7#,Rh7#,FALSE,FALSE,TRUE
Qh2#,Qh2#,Qh2#,TRUE,TRUE,TRUE
Qg4#,Qg4#,Qg4#,TRUE,TRUE,TRUE
Qe4#,Qe4#,Qe4#,TRUE,TRUE,TRUE
Qxf8#,Qxf8#,Qxf8#,TRUE,TRUE,TRUE
Qxg2#,,garbage,FALSE,FALSE,TRUE
Qxf4#,Qxf4#,Qxf4#,TRUE,TRUE,TRUE
Qg2#,Qg2#,Qg2#,TRUE,TRUE,TRUE
Qf1#,Qf1#,Qf1#,TRUE,TRUE,TRUE
Qg7#,Qg7#,Qg7#,TRUE,TRUE,TRUE
Qe2#,Qe2#,Qe2#,TRUE,TRUE,TRUE
Qcg1#,Qeg1#,Qeg1#,FALSE,FALSE,TRUE
Qg4#,Qg4#,Qg4#,TRUE,TRUE,TRUE
Qxb7#,Qxb7#,Qxb7#,TRUE,TRUE,TRUE
Qxe6#,Qxe6#,Qxe6#,TRUE,TRUE,TRUE
Qd2#,Qd2#,Qd2#,TRUE,TRUE,TRUE
Rh1#,Rh1#,Rh1#,TRUE,TRUE,TRUE
Qe8#,Qe8#,Qe8#,TRUE,TRUE,TRUE
Qh7#,Qh7#,Qh7#,TRUE,TRUE,TRUE
Rd8#,Rd8#,Rd8#,TRUE,TRUE,TRUE
Qxf1#,Qxf1#,Qxf1#,TRUE,TRUE,TRUE
Qh7#,Qh7#,Qh7#,TRUE,TRUE,TRUE
Re1#,Re1#,Re1#,TRUE,TRUE,TRUE
Qd1#,Qd1#,Qd1#,TRUE,TRUE,TRUE
Rf4#,Rf4#,Rf4#,TRUE,TRUE,TRUE
Ra8#,Ra8#,Ra8#,TRUE,TRUE,TRUE
Qxd8#,Qxd8#,Qxd8#,TRUE,TRUE,TRUE
Qg7#,Qg7#,Qg7#,TRUE,TRUE,TRUE
Qxb6#,Qxb6#,Qxb6#,TRUE,TRUE,TRUE
Qc7#,Qc7#,Qc7#,TRUE,TRUE,TRUE
Qxc2#,Qxc2#,Qxc2#,TRUE,TRUE,TRUE
Qc2#,Qc2#,Qc2#,TRUE,TRUE,TRUE
Qg6#,Qg6#,Qg6#,TRUE,TRUE,TRUE
Rxe1#,Rxe1#,Rxe1#,TRUE,TRUE,TRUE
Qh1#,Qh1#,Qh1#,TRUE,TRUE,TRUE
Qf7#,Qf7#,Qf7#,TRUE,TRUE,TRUE
Nf3#,g3#,g3#,FALSE,FALSE,TRUE
Rg1#,Rg1#,Rg1#,TRUE,TRUE,TRUE
Rxe8#,Rxe8#,Rxe8#,TRUE,TRUE,TRUE
Rxf8#,,garbage,FALSE,FALSE,TRUE
f6#,f6#,f6#,TRUE,TRUE,TRUE
Qxf8#,,garbage,FALSE,FALSE,TRUE
Rc1#,Rc1#,Rc1#,TRUE,TRUE,TRUE
Rxd8#,Rxd8#,Rxd8#,TRUE,TRUE,TRUE
Qxd8#,Qxd8#,Qxd8#,TRUE,TRUE,TRUE
Qxe2#,Qxe2#,Qxe2#,TRUE,TRUE,TRUE
Qe2#,Qe2#,Qe2#,TRUE,TRUE,TRUE
Rf6#,Rf6#,Rf6#,TRUE,TRUE,TRUE
Qxf7#,Qxf7#,Qxf7#,TRUE,TRUE,TRUE
Qxe3#,Qxe3#,Qxe3#,TRUE,TRUE,TRUE
Qxa6#,,garbage,FALSE,FALSE,TRUE
Re8#,Re8#,Re8#,TRUE,TRUE,TRUE
Qg2#,Qg2#,Qg2#,TRUE,TRUE,TRUE
Rf2#,Rf2#,Rf2#,TRUE,TRUE,TRUE
Qxf8#,Qxf8#,Qxf8#,TRUE,TRUE,TRUE
Rxd8#,Rxd8#,Rxd8#,TRUE,TRUE,TRUE
Ra1#,Ra1#,Ra1#,TRUE,TRUE,TRUE
Qf2#,Qf2#,Qf2#,TRUE,TRUE,TRUE
Rd8#,,garbage,FALSE,FALSE,TRUE
Qxg7#,Qxg7#,Qxg7#,TRUE,TRUE,TRUE
Qxf8#,Qxf8#,Qxf8#,TRUE,TRUE,TRUE
Rd8#,Rd8#,Rd8#,TRUE,TRUE,TRUE
Ra1#,Ra1#,Ra1#,TRUE,TRUE,TRUE
Qxf8#,Qxf8#,Qxf8#,TRUE,TRUE,TRUE
Qxb2#,Qa2#,Qa2#,FALSE,FALSE,TRUE
Nf6#,Nf6#,Nf6#,TRUE,TRUE,TRUE
Bxf7#,Rxf7#,Rxf7#,FALSE,FALSE,TRUE
Rxf1#,Rxf1#,Rxf1#,TRUE,TRUE,TRUE
Qxg7#,Qxg7#,Qxg7#,TRUE,TRUE,TRUE
Rd1#,Rd1#,Rd1#,TRUE,TRUE,TRUE
Qxf7#,Qxf7#,Qxf7#,TRUE,TRUE,TRUE
Qh7#,Qh7#,Qh7#,TRUE,TRUE,TRUE
R5h6#,R5h6#,h6#,TRUE,FALSE,FALSE
Qd1#,Qd1#,Qd1#,TRUE,TRUE,TRUE
Qxg7#,Qxg7#,Qxg7#,TRUE,TRUE,TRUE
Qxf7#,Qxf7#,Qxf7#,TRUE,TRUE,TRUE
Re8#,Re8#,Re8#,TRUE,TRUE,TRUE
Qc7#,Qc7#,Qc7#,TRUE,TRUE,TRUE
Qxf2#,Qxf2#,Qxf2#,TRUE,TRUE,TRUE
Qf7#,Qf7#,Qf7#,TRUE,TRUE,TRUE
Qg2#,Qg2#,Qg2#,TRUE,TRUE,TRUE
Rxc8#,Rxc8#,Rxc8#,TRUE,TRUE,TRUE
Qxh2#,,garbage,FALSE,FALSE,TRUE
Qh7#,Qh7#,Qh7#,TRUE,TRUE,TRUE
Rxe1#,Rxe1#,Rxe1#,TRUE,TRUE,TRUE
Qg6#,Qg6#,Qg6#,TRUE,TRUE,TRUE
Qxh7#,Qxh7#,Qxh7#,TRUE,TRUE,TRUE
Qxe6#,Qxe6#,Qxe6#,TRUE,TRUE,TRUE
Rxd8#,Rxd8#,Rxd8#,TRUE,TRUE,TRUE
