,outputs_0,outputs_1,outputs_2,outputs_3,outputs_4,outputs_5,final_output
1005,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#
1006,Qg1#,garbage,Qg1#,garbage,Qg1#,Qg1#,Qg1#
1007,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1008,Qb2#,Qb2#,Qb2#,Qb2#,Qb2#,Qb2#,Qb2#
1009,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#
1010,Qe7#,Qe7#,Qe7#,garbage,Qe7#,garbage,Qe7#
1011,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1012,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#
1013,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1014,Qc6#,garbage,garbage,garbage,Qc6#,garbage,Qc6#
1015,Bg5#,garbage,Bg5#,garbage,Bg5#,garbage,Bg5#
1016,Rc8#,Rc8#,Rc8#,garbage,Rc8#,garbage,Rc8#
1017,Qe8#,Qe8#,Qe8#,Qe8#,Qe8#,Qe8#,Qe8#
1018,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1019,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#
1020,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1021,Bg6#,Qxg7#,Qxg7#,Qxg7#,Bg6#,Bg6#,Bg6#
1022,garbage,Qh2#,garbage,garbage,garbage,garbage,Qh2#
1023,garbage,Qxf2#,garbage,Qxf2#,garbage,Qxf2#,Qxf2#
1024,Qg3#,Qg3#,garbage,Qg3#,Qg3#,Qg3#,Qg3#
1025,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#
1026,Qxa1#,Qxa1#,Qxa1#,Qxa1#,Qxa1#,Qxa1#,Qxa1#
1027,Qxf2#,Qxf2#,Qxf2#,Qxf2#,Qxf2#,Qxf2#,Qxf2#
1028,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1029,h7#,h7#,h7#,h7#,h7#,h7#,h7#
1030,Qh4#,Qh4#,Qh4#,Qh4#,Qh4#,Qh4#,Qh4#
1031,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1032,Qc4#,Qc4#,garbage,Qc4#,Qc4#,garbage,Qc4#
1033,Qxf8#,Qxf8#,Qxf8#,Qxf8#,Qxf8#,Qxf8#,Qxf8#
1034,Qd4#,Qd4#,Qf5#,Qf5#,Qd4#,Qf5#,Qd4#
1035,Qh2#,garbage,Qh2#,garbage,garbage,garbage,Qh2#
1036,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#
1037,garbage,Qxf7#,garbage,Qxf7#,garbage,Qxf7#,Qxf7#
1038,garbage,Rh2#,garbage,Rh2#,Rh2#,Rh2#,Rh2#
1039,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#
1040,Qe8#,Qe8#,Qe8#,Qe8#,Qe8#,Qe8#,Qe8#
1041,garbage,Qxb2#,Qxb2#,garbage,garbage,garbage,Qxb2#
1042,Qxe7#,Qxe7#,Qxe7#,Qxe7#,Qxe7#,Qxe7#,Qxe7#
1043,Rh8#,Rh8#,Rh8#,Rh8#,Rh8#,Rh8#,Rh8#
1044,Rc1#,Rc1#,Rc1#,Rc1#,Rc1#,Rc1#,Rc1#
1045,garbage,garbage,garbage,Bxf6#,Bxf6#,Qg7#,Bxf6#
1046,Qc8#,Qc8#,Qc8#,Qc8#,Qc8#,Qc8#,Qc8#
1047,Rb8#,Rb8#,Rb8#,Rb8#,Rb8#,Rb8#,Rb8#
1048,garbage,Qg1#,Qg1#,Qg1#,Qg1#,garbage,Qg1#
1049,Qxf7#,garbage,garbage,garbage,Qxf7#,garbage,Qxf7#
1050,garbage,Qd8#,garbage,Qd8#,Qd8#,garbage,Qd8#
1051,Qxf2#,Qxf2#,Qxf2#,Qxf2#,Qxf2#,Qxf2#,Qxf2#
1052,Qh2#,Qh2#,Qh2#,Qh2#,Qh2#,Qh2#,Qh2#
1053,Rd8#,Rd8#,Rd8#,Rd8#,Rd8#,Rd8#,Rd8#
1054,garbage,garbage,Qf5#,garbage,Qf5#,Qf5#,Qf5#
1055,Qb1#,Qb1#,Qb1#,Qb1#,Qb1#,Qb1#,Qb1#
1056,Ne7#,Rh8#,Rh8#,Ne7#,Rh8#,Rh8#,Ne7#
1057,Qc8#,Qc8#,Qc8#,Qc8#,Qc8#,Qc8#,Qc8#
1058,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#
1059,Qg7#,Qg7#,garbage,Qg7#,Qg7#,Qg7#,Qg7#
1060,Qh5#,Qh5#,Qh5#,Qh5#,Qh5#,Qh5#,Qh5#
1061,Rc1#,Rc1#,Rc1#,Rc1#,Rc1#,Rc1#,Rc1#
1062,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1063,Rxe6#,garbage,Rxe6#,Rxe6#,Rxe6#,garbage,Rxe6#
1064,Rh6#,Rh6#,Rh6#,Rh6#,Rh6#,Rh6#,Rh6#
1065,garbage,Qe4#,Rf4#,garbage,Qxc7#,Qe4#,Qe4#
1066,Re4#,garbage,garbage,garbage,Re4#,Re4#,Re4#
1067,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1068,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#
1069,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1070,garbage,garbage,garbage,Rf7#,Qf8#,garbage,Rf7#
1071,Qxd1#,Qxd1#,Qxd1#,Qxd1#,Qxd1#,Qxd1#,Qxd1#
1072,f6#,f6#,f6#,Qf7#,Qf7#,Qg5#,f6#
1073,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1074,Rxa2#,Rxa2#,Rxa2#,Rxa2#,Rxa2#,Rxa2#,Rxa2#
1075,Qd8#,garbage,garbage,Qd8#,garbage,Qd8#,Qd8#
1076,Qc2#,Qc2#,Qc2#,Qc2#,Qc2#,Qc2#,Qc2#
1077,Qxf1#,Qxf1#,Qxf1#,Qxf1#,Qxf1#,Qxf1#,Qxf1#
1078,Rb1#,Rb1#,Rb1#,Rb1#,Rb1#,Rb1#,Rb1#
1079,Qg8#,Qg8#,Qg8#,Qg8#,Qg8#,Qg8#,Qg8#
1080,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#
1081,Rxh2#,Rxh2#,Rxh2#,Rxh2#,Rxh2#,Rxh2#,Rxh2#
1082,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1083,Qe8#,Qe8#,Qe8#,Qe8#,Qe8#,Qe8#,Qe8#
1084,Rh8#,Rh8#,Rh8#,Rh8#,Rh8#,Rh8#,Rh8#
1085,Qf5#,Qf5#,Qf5#,Qf5#,Qf5#,Qf5#,Qf5#
1086,Qb2#,garbage,Qb1#,garbage,garbage,garbage,Qb2#
1087,Rb1#,Rb1#,Rb1#,Rb1#,Rb1#,Rb1#,Rb1#
1088,garbage,Bxf2#,Bxf2#,Bxf2#,garbage,Bxf2#,Bxf2#
1089,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1090,Qxa6#,Qxa6#,Qxa6#,Qxa6#,Qxa6#,Qxa6#,Qxa6#
1091,g6#,g6#,g6#,g6#,g6#,g6#,g6#
1092,Rd1#,Rd1#,Rd1#,Rd1#,Rd1#,Rd1#,Rd1#
1093,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#
1094,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1095,Qxf1#,Qe3#,Qe3#,garbage,garbage,garbage,Qxf1#
1096,Qg2#,Qg2#,Qg2#,Qg2#,Qg2#,Qg2#,Qg2#
1097,Qe7#,Qe7#,Qe7#,Qe7#,Qe7#,Qe7#,Qe7#
1098,Qd1#,Qd1#,Qd1#,Qd1#,Qd1#,Qd1#,Qd1#
1099,garbage,Qxh7#,Qxh7#,Qg7#,Qxh7#,Qxh7#,Qxh7#
1100,Qc6#,Qc6#,Qc6#,Qc6#,Qc6#,Qc6#,Qc6#
1101,Qh8#,Qh8#,Qh8#,Qh8#,Qh8#,Qh8#,Qh8#
1102,Qh6#,Qh6#,Qh6#,Qh6#,Qh6#,Qh6#,Qh6#
1103,Qb6#,Qb6#,Qb6#,Qb6#,Qb6#,Qb6#,Qb6#
1104,Qgg7#,Qgg7#,Qgg7#,Qgg7#,Qgg7#,Qgg7#,Qgg7#
1105,f5#,f5#,f5#,f5#,f5#,f5#,f5#
1106,Qb5#,Qc3#,Qb5#,Qc3#,Qb5#,Qb5#,Qb5#
1107,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#
1108,Qxc7#,Qxc7#,Qxc7#,Qa8#,Qa8#,Qa8#,Qxc7#
1109,Qh2#,Qh2#,Qh2#,Qh2#,Qh2#,Qh2#,Qh2#
1110,Qxe1#,Qxe1#,Qxe1#,Qxe1#,Qxe1#,Qxe1#,Qxe1#
1111,Nxd3#,Nxd3#,Nxd3#,Nxd3#,Nxd3#,garbage,Nxd3#
1112,Qg2#,Qg2#,Qg2#,Qg2#,Qg2#,Qg2#,Qg2#
1113,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#
1114,Qxf2#,Qxf2#,Qxf2#,Qxf2#,Qxf2#,Qxf2#,Qxf2#
1115,Qg2#,Qg2#,Qg2#,Qg2#,Qg2#,Qg2#,Qg2#
1116,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1117,garbage,Qh4#,Qh4#,garbage,Qh4#,garbage,Qh4#
1118,garbage,Qbf8#,Qbf8#,Qh8#,Qh8#,garbage,Qbf8#
1119,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1120,Rxf2#,Rxf2#,Rxf2#,Rxf2#,Rxf2#,Rxf2#,Rxf2#
1121,Ra7#,Ra7#,Ra7#,Ra7#,Ra7#,Ra7#,Ra7#
1122,Qxb7#,Qxb7#,Qxb7#,Qxb7#,Qxb7#,Qxb7#,Qxb7#
1123,Qh3#,Qh3#,Qh3#,Qh3#,Qh3#,Qh3#,Qh3#
1124,Ba3#,Ba3#,garbage,garbage,garbage,garbage,Ba3#
1125,Qxd2#,Qxd2#,Qxd2#,Qxd2#,Qxd2#,Qxd2#,Qxd2#
1126,Rf8#,garbage,garbage,garbage,garbage,garbage,Rf8#
1127,Rc2#,Qd2#,Rc2#,Qc2#,Qd2#,Qc2#,Rc2#
1128,Rb1#,Rb1#,Rb1#,Rb1#,Rb1#,Rb1#,Rb1#
1129,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#
1130,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#
1131,Qxf8#,Qxf8#,Qxf8#,Qxf8#,Qxf8#,Qxf8#,Qxf8#
1132,Qxf2#,garbage,garbage,Qxf2#,Qxf2#,Qxf2#,Qxf2#
1133,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#
1134,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1135,Rc1#,Rc1#,Rc1#,Rc1#,Rc1#,Rc1#,Rc1#
1136,Qh8#,Qxf7#,Qxf7#,Qh8#,Qh8#,garbage,Qh8#
1137,Qxb4#,Qxb4#,Qxb4#,Qxb4#,Qxb4#,Qxb4#,Qxb4#
1138,Qfh5#,Qfh5#,Qfh5#,Qfh5#,Qfh5#,Qfh5#,Qfh5#
1139,Ra8#,Qa8#,garbage,Qa8#,Ra8#,Qc7#,Ra8#
1140,Qh3#,Qh3#,Qh3#,Qh3#,Qh3#,Qh3#,Qh3#
1141,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#
1142,Qxf3#,Qxf3#,Qxf3#,Qxf3#,Qxf3#,Qxf3#,Qxf3#
1143,Rh8#,Rh8#,garbage,Rh8#,Rh8#,Rh8#,Rh8#
1144,Qxe2#,Qxe2#,Qxe2#,Qxe2#,garbage,Qxe2#,Qxe2#
1145,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#
1146,Rh2#,Rh2#,Rh2#,Rh2#,Rh2#,garbage,Rh2#
1147,Qf8#,Qf8#,Qf8#,Qf8#,Qf8#,Qf8#,Qf8#
1148,garbage,garbage,garbage,Re2#,garbage,garbage,Re2#
1149,garbage,garbage,Qe7#,Qe7#,Qe7#,Qe7#,Qe7#
1150,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#
1151,garbage,Rh5#,Rhxh6#,garbage,Rh5#,Rh5#,Rh5#
1152,Qxc1#,garbage,Qxc1#,Qxc1#,garbage,Qxc1#,Qxc1#
1153,Qe3#,Qee3#,Qee3#,Qee3#,Qe3#,Qee3#,Qe3#
1154,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1155,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1156,Ng6#,Ng6#,Ng6#,Ng6#,Ng6#,Ng6#,Ng6#
1157,Qc7#,Qc7#,Qc7#,Qc7#,Qc7#,Qc7#,Qc7#
1158,Rxc1#,garbage,garbage,garbage,Rxc1#,Rxc1#,Rxc1#
1159,garbage,garbage,Qa6#,Qa6#,Qa6#,garbage,Qa6#
1160,g7#,g7#,g7#,g7#,g7#,g7#,g7#
1161,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1162,Rf1#,Rf1#,Qf1#,garbage,Rf1#,garbage,Rf1#
1163,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1164,c7#,garbage,c7#,c7#,c7#,c7#,c7#
1165,garbage,garbage,Nc2#,Qc2#,garbage,garbage,Nc2#
1166,Rh1#,Rh1#,Rh1#,Rh1#,Rh1#,Rh1#,Rh1#
1167,Rh8#,Rh8#,Rh8#,Rh8#,garbage,Rh8#,Rh8#
1168,Qh8#,Qh8#,Qh8#,Qh8#,Qh8#,Qh8#,Qh8#
1169,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1170,garbage,garbage,Qg3#,Qg3#,garbage,Qbg7#,Qg3#
1171,Ra4#,Ra4#,Ra4#,Ra4#,Ra4#,Ra4#,Ra4#
1172,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#
1173,garbage,Qf8#,garbage,garbage,Qf8#,Qf8#,Qf8#
1174,Qxc8#,Qxc8#,Qxc8#,Qxc8#,garbage,garbage,Qxc8#
1175,Re8#,Re8#,Re8#,Re8#,garbage,garbage,Re8#
1176,Rc8#,Qb7#,Qb7#,Qb7#,Rc8#,Qb7#,Rc8#
1177,garbage,garbage,Qb2#,garbage,garbage,garbage,Qb2#
1178,Qee1#,Qee1#,Qee1#,Qee1#,Qee1#,Qee1#,Qee1#
1179,Rxe8#,Rxe8#,Rxe8#,Rxe8#,Rxe8#,Rxe8#,Rxe8#
1180,Rd1#,Rd1#,Rd1#,Rd1#,Rd1#,Rd1#,Rd1#
1181,Rh1#,Rh1#,Rh1#,Rh1#,Rh1#,Rh1#,Rh1#
1182,Qxh7#,Rxh7#,Qxh7#,Qxh7#,Rxh7#,garbage,Qxh7#
1183,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#
1184,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#
1185,Rxe8#,Rxe8#,Rxe8#,Rxe8#,Rxe8#,Rxe8#,Rxe8#
1186,garbage,Ng2#,garbage,garbage,garbage,garbage,Ng2#
1187,Rh6#,garbage,Rh6#,Rh6#,garbage,Rh6#,Rh6#
1188,Qxf8#,Qxf8#,Qxf8#,Qxf8#,Qxf8#,Qxf8#,Qxf8#
1189,garbage,garbage,Qd5#,garbage,garbage,Qd5#,Qd5#
1190,Ra1#,Ra1#,Ra1#,Ra1#,Ra1#,Ra1#,Ra1#
1191,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#
1192,garbage,garbage,Qxd1#,garbage,Qxd1#,Qxd1#,Qxd1#
1193,garbage,Ra1#,Ra1#,garbage,Ra1#,garbage,Ra1#
1194,garbage,Rb8#,garbage,Rb8#,garbage,Rb8#,Rb8#
1195,Bxf7#,Bxf7#,Qxf7#,Bxf7#,Bxf7#,Bxf7#,Bxf7#
1196,Rg8#,Rg8#,Rg8#,Rg8#,Rg8#,Rg8#,Rg8#
1197,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#
1198,Qb2#,Qb2#,Qb2#,Qb2#,Qb2#,Qb2#,Qb2#
1199,garbage,g6#,garbage,g6#,garbage,g6#,g6#
1200,Re7#,d6#,Re7#,Re7#,d6#,Re7#,Re7#
1201,Qg2#,Qg2#,Qg2#,Qg2#,Qg2#,Qg2#,Qg2#
1202,garbage,garbage,garbage,Qxf2#,Qxf2#,garbage,Qxf2#
1203,garbage,Rb8#,garbage,Rf8#,garbage,garbage,Rb8#
1204,Qa7#,Qa7#,Qa7#,Qa7#,Qa7#,Qa7#,Qa7#
1205,Qb1#,Qb1#,Qb1#,garbage,garbage,Qb1#,Qb1#
1206,Qe2#,garbage,Qe2#,Qe2#,garbage,Rh3#,Qe2#
1207,Rxf1#,garbage,garbage,Rxf1#,Rxf1#,garbage,Rxf1#
1208,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1209,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1210,Qxg7#,garbage,garbage,garbage,garbage,Qxg7#,Qxg7#
1211,Qb5#,Qb5#,Qb5#,Qb4#,Qb5#,Qb5#,Qb5#
1212,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1213,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1214,Qxf8#,Qxf8#,Qxf8#,Qxf8#,Qxf8#,Qxf8#,Qxf8#
1215,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#
1216,Rh5#,Rh5#,Rh5#,Rh5#,Rh5#,Rh5#,Rh5#
1217,garbage,Re1#,garbage,Re1#,Re1#,garbage,Re1#
1218,Qh2#,Qh2#,Qh2#,Qh2#,Qh2#,Qh2#,Qh2#
1219,Qg2#,Qg2#,Qg2#,Qg2#,Qg2#,Qg2#,Qg2#
1220,Rh4#,Rh4#,Rh4#,Rh4#,Rh4#,Rh4#,Rh4#
1221,Nc2#,Nc2#,Nc2#,Nc2#,Nc2#,Nc2#,Nc2#
1222,g3#,g3#,g3#,g3#,g3#,g3#,g3#
1223,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1224,Qh7#,Qh8#,garbage,Qh7#,garbage,Rg3#,Qh7#
1225,Qc1#,Qc1#,Qc1#,Qc1#,Qc1#,Qc1#,Qc1#
1226,garbage,Qf8#,Qf8#,Qf8#,Qf8#,garbage,Qf8#
1227,Qf7#,Nd6#,Qf7#,Qf7#,Nd6#,Qf7#,Qf7#
1228,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#
1229,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#
1230,Qxe4#,Qxe4#,Qxe4#,Qxe4#,garbage,d4#,Qxe4#
1231,Qh2#,Qh2#,garbage,Qh2#,garbage,Qh2#,Qh2#
1232,Rf1#,Rf1#,Rf1#,Rf1#,Rf1#,Rf1#,Rf1#
1233,Qe7#,Qe8#,Rg8#,Rg8#,Qg8#,Qe7#,Qe7#
1234,Qb4#,Qa5#,garbage,garbage,Qb4#,garbage,Qb4#
1235,garbage,Rf3#,Rf3#,garbage,Rf3#,Rf3#,Rf3#
1236,Ra6#,Ra6#,Ra6#,Ra6#,Ra6#,Ra6#,Ra6#
1237,Qh8#,Qh8#,Qh8#,Qh8#,Qh8#,Qh8#,Qh8#
1238,Re7#,Re7#,Re7#,Re7#,Qf7#,Re7#,Re7#
1239,Qe6#,Qe6#,Qe6#,Qe6#,Qe6#,Qe6#,Qe6#
1240,garbage,garbage,Bxd2#,Rb1#,Rb1#,Rb1#,Bxd2#
1241,Qxf1#,Qxf1#,Qxf1#,Qxf1#,Qxf1#,Qxf1#,Qxf1#
1242,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1243,Qb2#,Rc1#,Qc1#,Qb2#,Qb2#,Qc1#,Qb2#
1244,Bf3#,Bf3#,Bf3#,Bf3#,Bf3#,Bf3#,Bf3#
1245,Qxh8#,Qxh8#,Qxh8#,Qxh8#,Qxh8#,Qxh8#,Qxh8#
1246,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1247,Rd1#,Rd1#,garbage,Rd1#,garbage,Rd1#,Rd1#
1248,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#
1249,Qb7#,Ra8#,Qb7#,Qb7#,Ra8#,Qb7#,Qb7#
1250,Rg1#,Rg1#,Rg1#,Rg1#,Rg1#,Rg1#,Rg1#
1251,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1252,Qd2#,Qd2#,garbage,Qd2#,Qd2#,Qd2#,Qd2#
1253,garbage,garbage,garbage,Rxe8#,garbage,Rxe8#,Rxe8#
1254,garbage,Qxg7#,Qxg7#,garbage,Qxg7#,Qxg7#,Qxg7#
1255,Qb2#,garbage,garbage,garbage,Qb2#,Qb2#,Qb2#
1256,Qf8#,Qf8#,Qf8#,Qf8#,Qf8#,Qf8#,Qf8#
1257,Qe8#,Nc6#,Nc6#,Nc6#,garbage,Nf7#,Qe8#
1258,Ra5#,Ra5#,Ra5#,Ra5#,Ra5#,Ra5#,Ra5#
1259,Rcf2#,Rcf2#,Rcf2#,Rcf2#,Rcf2#,Rcf2#,Rcf2#
1260,Qxa7#,Qxa7#,Qxa7#,Qxa7#,Qxa7#,Qxa7#,Qxa7#
1261,Qxb5#,Qxb5#,Qxb5#,Qb3#,Qxb5#,Qb3#,Qxb5#
1262,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1263,Qxe8#,Qxe8#,Qxe8#,Qxe8#,Qxe8#,Qxe8#,Qxe8#
1264,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#
1265,garbage,garbage,Rh2#,Rg4#,garbage,garbage,Rh2#
1266,Rh8#,Rh8#,Rh8#,Rh8#,Rh8#,Rh8#,Rh8#
1267,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1268,Qg6#,Bg6#,Qg6#,Bg6#,Qg6#,Qg6#,Qg6#
1269,Qf5#,Qg4#,Qf5#,Qf5#,Qf5#,Qg4#,Qf5#
1270,Rh1#,Rh1#,Rh1#,Rh1#,Rh1#,Rh1#,Rh1#
1271,garbage,garbage,Qf1#,Qf1#,garbage,garbage,Qf1#
1272,Qg5#,garbage,Qg5#,Qg5#,garbage,Qg5#,Qg5#
1273,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1274,garbage,garbage,Rf7#,Rf7#,garbage,garbage,Rf7#
1275,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1276,Rd8#,Rd8#,Rd8#,Rd8#,Rd8#,Rd8#,Rd8#
1277,garbage,Nf2#,garbage,garbage,Nf2#,garbage,Nf2#
1278,Qxf1#,Qxf1#,Qxf1#,Qxf1#,Qxf1#,Qxf1#,Qxf1#
1279,Rxe8#,Rxe8#,Rg8#,Rxe8#,Rxe8#,Rxe8#,Rxe8#
1280,garbage,garbage,Qg3#,garbage,garbage,garbage,Qg3#
1281,garbage,Qb7#,Qb7#,garbage,garbage,garbage,Qb7#
1282,Qxb2#,garbage,Qxb2#,garbage,garbage,Qxb2#,Qxb2#
1283,garbage,garbage,garbage,Qc1#,Qc1#,garbage,Qc1#
1284,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#
1285,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#
1286,Qa2#,Qa2#,Qa2#,Qa2#,garbage,Qa2#,Qa2#
1287,garbage,Rxh4#,Rxh4#,Qh2#,garbage,Qh2#,Rxh4#
1288,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#
1289,Rh2#,Rh2#,Rh2#,Rh2#,Rh2#,Rh2#,Rh2#
1290,Rh3#,Rh3#,Rh3#,garbage,garbage,garbage,Rh3#
1291,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#
1292,Qxf1#,Qxf1#,garbage,Rxf1#,garbage,Rxf1#,Qxf1#
1293,garbage,garbage,garbage,Re8#,garbage,Re8#,Re8#
1294,Qe7#,Qe7#,Qe7#,Qe7#,Qe7#,Qe7#,Qe7#
1295,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1296,Qa8#,Qa8#,Qa8#,Qa8#,Qa8#,Qa8#,Qa8#
1297,garbage,garbage,garbage,Qc1#,garbage,Qc1#,Qc1#
1298,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1299,Nxd2#,Qb2#,garbage,garbage,Qb2#,Qb2#,Nxd2#
1300,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#
1301,garbage,Qf5#,Qf5#,Qf5#,h5#,garbage,Qf5#
1302,garbage,garbage,garbage,Bxg5#,garbage,Bxg5#,Bxg5#
1303,garbage,Qxg7#,Qxg7#,garbage,garbage,garbage,Qxg7#
1304,Nf7#,Nf7#,Nf7#,Nf7#,Nf7#,Nf7#,Nf7#
1305,Qh8#,Qh8#,Qh8#,Qh8#,Qh8#,Qh8#,Qh8#
1306,Qh8#,Qh8#,garbage,Qh8#,garbage,Qg7#,Qh8#
1307,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1308,garbage,Qb4#,b4#,Qb4#,Qb4#,Qb4#,Qb4#
1309,Nh3#,garbage,Nh3#,Nh3#,Nh3#,garbage,Nh3#
1310,Rg8#,Rg8#,Rg8#,Rg8#,Rg8#,Rg8#,Rg8#
1311,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1312,Re4#,Re4#,garbage,garbage,garbage,garbage,Re4#
1313,Nc7#,Nc7#,Nc7#,Nc7#,Nc7#,Nc7#,Nc7#
1314,Ra1#,Rg1#,Rg1#,Ra1#,Rg1#,Rg1#,Ra1#
1315,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1316,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1317,Qxf5#,Qxf5#,Qxf5#,Qxf5#,Qxf5#,Qxf5#,Qxf5#
1318,Qh3#,garbage,Qh3#,Qh3#,Qh3#,garbage,Qh3#
1319,Bf6#,Bf6#,garbage,Bf6#,Bf6#,garbage,Bf6#
1320,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#
1321,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1322,Rc8#,Rc8#,garbage,Rc8#,garbage,Rc8#,Rc8#
1323,Re1#,Re1#,Re1#,Re1#,Re1#,Re1#,Re1#
1324,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#
1325,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#
1326,garbage,Rg1#,Qxh7#,garbage,garbage,Rg1#,Rg1#
1327,Qe4#,garbage,Qd3#,Qe4#,Qd3#,garbage,Qe4#
1328,Qxc3#,garbage,garbage,garbage,Qxc3#,Qxc3#,Qxc3#
1329,Rh2#,Rh2#,Rh2#,garbage,Rh2#,garbage,Rh2#
1330,Qf7#,garbage,garbage,garbage,garbage,Qf7#,Qf7#
1331,Rxf1#,Rxf1#,Rxf1#,Rxf1#,Rxf1#,Rxf1#,Rxf1#
1332,Bf5#,Bf5#,Bf5#,Bf5#,Bf5#,Bf5#,Bf5#
